timestamp,name,text,intent
07:56:20,<RRSAgent>,RRSAgent has joined #rdf-wg,other
07:56:20,<RRSAgent>,logging to http://www.w3.org/2011/04/13-rdf-wg-irc,other
07:56:25,<gavinc>,Mmm... 1 am is in fact morning I guess ;),argue
07:56:27,<ivan>,"rrsagent, set log public",other
07:56:44,<ivan>,"gavinc: just a minute, we will dial in soonish",other
07:56:50,<Zakim>,+ +1.404.978.aabb,other
07:57:19,<tomayac>,"zakim, aabb is me",other
07:57:19,<Zakim>,+tomayac; got it,affirm
07:57:35,<Guus>,Guus has joined #rdf-wg,other
07:59:54,<OlivierCorby>,OlivierCorby has joined #rdf-wg,other
08:01:56,<pgroth>,pgroth has joined #rdf-wg,other
08:03:13,<davidwood>,davidwood has joined #rdf-wg,other
08:05:31,<Zakim>,+ +31.20.592.aacc,other
08:05:54,<pfps>,"zakim, who is here?",other
08:05:54,<Zakim>,"On the phone I see gavinc, tomayac, +31.20.592.aacc",explain
08:05:55,<sandro>,"zakim, who is on the call?",ask
08:05:56,<Zakim>,"On the phone I see gavinc, tomayac, +31.20.592.aacc",explain
08:06:11,<AZ>,AZ has joined #rdf-wg,other
08:06:35,<AZ>,Hello,greet
08:09:13,<Zakim>,+ +1.760.705.aaee,other
08:09:24,<AZ>,"zakim, +1.760.705.aaee is me",explain
08:09:24,<Zakim>,+AZ; got it,affirm
08:09:28,<ivan>,"zakim, who is here?",ask
08:09:28,<Zakim>,"On the phone I see gavinc, tomayac, +31.20.592.aacc, OlivierCorby, AZ",explain
#08:09:47,<sandro>,"AZ, you're a bit loud",other
08:09:55,<AZ>,"zakim, mute me",other
08:09:55,<Zakim>,AZ should now be muted,explain
08:10:01,<ivan>,"zakim, aacc is ivan",explain
08:10:01,<Zakim>,+ivan; got it,affirm
08:10:03,<pfps>,"zakim, aacc is CWI",explain
08:10:03,<Zakim>,"sorry, pfps, I do not recognize a party named 'aacc'",other
08:10:25,<sandro>,"zakim, ivan is Meeting_Room",explain
08:10:25,<Zakim>,+Meeting_Room; got it,affirm
08:10:53,<SteveH>,Scribe: mischat,other
08:11:00,<mischat>,http://www.w3.org/2011/rdf-wg/wiki/F2F1,other
08:11:27,<FabGandon>," zakim, who is here?",ask
08:11:27,<Zakim>,"On the phone I see gavinc, tomayac, Meeting_Room, OlivierCorby, AZ (muted)",explain
08:11:55,<mischat>,Guus: are we happy with the agenda ?,ask
08:12:11,<mischat>,Guus: does anything need to be amended?,ask
08:12:46,<mischat>,as thomas is not here so matteo will be giving the json roundup,explain
08:13:38,<mischat>,thanks,other
08:17:27,<raphael>,raphael has joined #rdf-wg,other
08:18:23,<mischat>,is everyone physically at CWI turning up to dinner tonight ?,ask
08:18:26,<mischat>,if not shout ...,propose
08:18:54,<mbrunati>,mbrunati has joined #rdf-wg,other
08:19:02,<mischat>,anyone for agenda changes ?,ask
08:19:16,<mischat>,we are looking at this now,explain
08:19:16,<mischat>,http://www.w3.org/2011/rdf-wg/wiki/F2F1-objectives,other
08:19:26,<mischat>,^^ are the objectives for this f2f,explain
08:19:57,<mischat>,Guus: this f2f to move us from an open discussion to a more targeted effort,explain
08:20:24,<mischat>,we are looking to get documents in place,explain
08:21:02,<mischat>,from now on we should have our long threads turn into something tangible and useful for the process,explain
08:21:33,<mischat>,we are now looking to identify starting documents for the various tasks,explain
08:21:50,<mischat>,"Guus: would like to have names against the various documents, so that we can push work forward",explain
08:21:59,<mischat>,Graph's tasks force,other
08:22:40,<mischat>,we have some standard terminology now in terms of GraphTerminology,explain
08:23:11,<mischat>,Guus: another issues is the alignment with the SPARQL work,explain
08:23:26,<NickH>,http://plixi.com/p/92009392,other
08:24:03,<mischat>,"Guus: so what will be the starting document for the GRaphs TF, should it be the RDF concepts",ask
08:24:05,<mischat>,?,ask
08:24:19,<mischat>,"that is the current feeling, and these are things which we need to discuss",explain
