timestamp,name,text,intent
02:28:54,<MacTed>,MacTed has joined #rdf-wg,other
05:17:45,<mbrunati>,mbrunati has joined #rdf-wg,other
05:21:57,<mbrunati>,mbrunati has joined #rdf-wg,other
05:22:16,<mbrunati>,mbrunati has left #rdf-wg,other
06:21:58,<pgroth>,pgroth has joined #rdf-wg,other
06:47:46,<pgroth_>,pgroth_ has joined #rdf-wg,other
06:51:46,<tomlurge>,tomlurge has joined #rdf-wg,other
07:11:44,<danbri>,danbri has joined #rdf-wg,other
07:13:25,<OlivierCorby>,OlivierCorby has joined #rdf-wg,other
07:18:50,<FabGandon>,FabGandon has joined #rdf-wg,other
07:20:56,<ivan>,ivan has joined #rdf-wg,other
07:21:03,<tomayac>,tomayac has joined #rdf-wg,other
07:21:55,<tomayac>,bonjour monsieur!,greet
07:24:23,<pgroth>,pgroth has joined #rdf-wg,other
07:30:32,<AZ>,AZ has joined #rdf-wg,other
07:31:34,<mbrunati>,mbrunati has joined #rdf-wg,other
07:32:13,<pchampin>,pchampin has joined #rdf-wg,other
07:33:17,"<tomayac> \""the conference is restricted at this time\"" =>",have the dial-in details changed? using rdfwg1# code,ask
07:34:05,<FabGandon>,should work but we haven't called yet and a number of participants are still missing in the room,explain
07:34:26,<tomayac>, 9:30 sharp-ish ;-),explain
07:34:27,<PatH>,PatH has joined #rdf-wg,other
07:39:52,<Guus>,Guus has joined #rdf-wg,other
07:40:04,<SteveH>,SteveH has joined #rdf-wg,other
07:40:19,<Steven_>,Steven_ has joined #rdf-wg,other
07:40:29,<Steven_>,"zakim, list",other
07:40:29,<Zakim>,I see SW_RDFWG(RDFWG1)2:00AM active and no others scheduled to start in the next 15 minutes,explain
07:40:43,<mischat>,mischat has joined #rdf-wg,other
07:40:49,<FabGandon>,we will have to do an adhoc teleconf the teleconf chanel is not available for today,explain
07:41:10,<pfps>,pfps has joined #rdf-wg,other
07:41:13,<Steven_>,"zakim, code?",ask
07:41:13,<Zakim>,"the conference code is 733941 (tel:+1.617.761.6200 tel:+33.4.26.46.79.03 tel:+44.203.318.0479), Steven_",explain
07:41:38,<FabGandon>,trying again...,other
07:41:39,<cmatheus>,cmatheus has joined #rdf-wg,other
07:41:40,<Steven_>,"zakim, who is on the call?",ask
07:41:40,<Zakim>,"On the phone I see OlivierCorby, OlivierCorby.a, OlivierCorby.aa, OlivierCorby.aaa",explain
07:41:41,<cygri>,cygri has joined #rdf-wg,other
07:41:55,<davidwood>,davidwood has joined #rdf-wg,other
07:42:13,<PatH>,Same message here,explain
07:42:23,<tomayac>,same here,explain
07:42:45,<davidwood>,We're working on it - please stand by,propose
07:42:56,<Steven_>,"zakim, room for 15 for 600 minutes?",ask
07:42:58,<Zakim>,"ok, Steven_; conference Team_(rdf-wg)07:42Z scheduled with code 26631 (CONF1) for 600 minutes until 1742Z",other
07:43:06,<davidwood>,We'll announce a new dial in code shortly,explain
07:43:12,<FabGandon>,dial 26631,explain
07:43:18,<davidwood>,PLEASE USE CONFERENCE CODE 26631,explain
07:43:35,<Steven_>,Steven_ has changed the topic to: CODE is 26631,other
07:43:41,<davidwood>,Sorry for the confusion.  Our bridge was not configured as we expected.,explain
07:44:04,<Steven_>,"zakim, who is on the call?",ask
07:44:04,<Zakim>,"On the phone I see OlivierCorby, OlivierCorby.a, OlivierCorby.aa, OlivierCorby.aaa",explain
07:44:21,<NickH>,Good Morning!,greet
07:44:25,<Steven_>,"zakim, this is rdf-wg",greet
07:44:25,<Zakim>,"Steven_, this was SW_RDFWG(RDFWG1)2:00AM",other
07:44:27,<Zakim>,"ok, Steven_; that matches Team_(rdf-wg)07:42Z",other
07:44:33,<Steven_>,"zakim, who is on the call?",ask
08:15:42,<FabGandon>,PatH: lets not call it the names then.,propose
08:16:43,<sandro>,+1 pat,affirm
08:16:51,<FabGandon>,pfps: RDF is agnostic as to the use of the same IRI to name a graph or a person.  ,explain
08:16:51,<ivan>,ack pchampin ,explain
08:16:51,<Zakim>,"pchampin, you wanted to talk about named graphs in SPARQL endpoints",other
08:18:56,<pfps>,"sandro - so you think that you shouldn't use \""anyone else's\""  IRIs in a named graph?",ask
08:19:03,<cygri>,q+ to disagree with sandro -- web crawling use case,deny
08:29:08,<FabGandon>,yes we can,affirm
08:29:37,<FabGandon>,davidwood: some people say we should always use http://,explain
08:29:55,<FabGandon>,danbri: there is a drift from using http:// URIs,explain
08:30:07,<FabGandon>,SteveH: I don't see anything wrong with that.,affirm
09:11:11,<FabGandon>,davidwood: moving to ISSUE 15 ; let's try to rephrase it.,propose
09:44:21,<sandro>,1,affirm
09:44:24,<davidwood>,1,affirm
09:44:26,<SteveH>,1,affirm
09:44:30,<gavinc>,1,affirm
09:44:31,<PatH>,1,affirm
09:44:33,<zwu2>,1,affirm
09:44:36,<danbri>,-1,deny
09:44:40,<AZ>,1,affirm
09:44:51,<JFB>,1,affirm
09:44:57,<mbrunati>,1,affirm
09:45:18,<pfps>,+.5 as I'm not exactly sure just what REST is,explain
09:45:24,<JFB>,"@AZ yes, found that surprising",affirm
09:46:02,<NickH>,+1 (but agree that REST isn't very well specified),affirm
09:46:43,<FabGandon>,Guus: we are only considering the notions behind REST.,explain
09:48:02,<sandro>,"guus: two groups;  (1) json, (2) skolemization",propose
10:55:48,<davidwood>,ack pchampin,affirm
10:55:53,<ivan>,ack pchampin ,affirm
10:56:34,<yvesr>,pchampin: We shoudl specify what is ok for the system to do,propose
10:56:39,<PatH>,"az, no problem",affirm
11:20:04,<yvesr>,"davidwood: if we're close to a solution, let's keep on on that",propose
